order_detail_id,order_id,product_id,sales,units,gross_profit,cost
2101,2101,16,10.8,3,7.2,3.6
2102,2102,16,10.8,3,7.2,3.6
2103,2103,21,13.96,4,9.96,4.0
2104,2104,18,10.8,3,7.5,3.3
2105,2105,24,3.75,1,2.45,1.3
2106,2106,9,6.98,2,4.98,2.0
2107,2107,4,9.75,3,6.33,3.42
2108,2108,2,7.2,2,5.0,2.2
2109,2109,14,11.25,3,7.35,3.9
2110,2110,6,3.6,1,2.5,1.1
2111,2111,24,3.75,1,2.45,1.3
2112,2112,17,14.4,4,10.0,4.4
2113,2113,6,3.6,1,2.5,1.1
2114,2114,23,15.0,4,9.8,5.2
2115,2115,7,10.47,3,7.47,3.0
2116,2116,14,11.25,3,7.35,3.9
2117,2117,6,3.6,1,2.5,1.1
2118,2118,16,10.8,3,7.2,3.6
2119,2119,24,3.75,1,2.45,1.3
2120,2120,22,19.5,6,12.66,6.84
2121,2121,39,3.25,1,2.11,1.14
2122,2122,18,10.8,3,7.5,3.3
2123,2123,9,6.98,2,4.98,2.0
2124,2124,14,11.25,3,7.35,3.9
2125,2125,53,33.75,9,22.05,11.7
2126,2126,7,10.47,3,7.47,3.0
2127,2127,7,10.47,3,7.47,3.0
2128,2128,3,7.2,2,4.8,2.4
2129,2129,18,10.8,3,7.5,3.3
2130,2130,18,10.8,3,7.5,3.3
2131,2131,8,25.2,7,16.8,8.4
2132,2132,24,3.75,1,2.45,1.3
2133,2133,5,6.5,2,4.22,2.28
2134,2134,21,13.96,4,9.96,4.0
2135,2135,3,7.2,2,4.8,2.4
2136,2136,18,10.8,3,7.5,3.3
2137,2137,48,22.75,7,14.77,7.98
2138,2138,16,10.8,3,7.2,3.6
2139,2139,5,6.5,2,4.22,2.28
2140,2140,22,19.5,6,12.66,6.84
2141,2141,20,14.4,4,9.6,4.8
2142,2142,14,11.25,3,7.35,3.9
2143,2143,14,11.25,3,7.35,3.9
2144,2144,42,26.25,7,17.15,9.1
2145,2145,28,18.0,5,12.5,5.5
2146,2146,6,3.6,1,2.5,1.1
2147,2147,19,18.0,5,12.0,6.0
2148,2148,34,17.45,5,12.45,5.0
2149,2149,39,3.25,1,2.11,1.14
2150,2150,23,15.0,4,9.8,5.2
2151,2151,2,7.2,2,5.0,2.2
2152,2152,14,11.25,3,7.35,3.9
2153,2153,91,9.75,3,0.75,9.0
2154,2154,5,6.5,2,4.22,2.28
2155,2155,22,19.5,6,12.66,6.84
2156,2156,40,21.6,6,15.0,6.6
2157,2157,31,13.0,4,8.44,4.56
2158,2158,12,18.75,5,12.25,6.5
2159,2159,23,15.0,4,9.8,5.2
2160,2160,4,9.75,3,6.33,3.42
2161,2161,41,25.2,7,17.5,7.7
2162,2162,16,10.8,3,7.2,3.6
2163,2163,12,18.75,5,12.25,6.5
2164,2164,2,7.2,2,5.0,2.2
2165,2165,23,15.0,4,9.8,5.2
2166,2166,17,14.4,4,10.0,4.4
2167,2167,9,6.98,2,4.98,2.0
2168,2168,18,10.8,3,7.5,3.3
2169,2169,5,6.5,2,4.22,2.28
2170,2170,34,17.45,5,12.45,5.0
2171,2171,13,3.49,1,2.49,1.0
2172,2172,20,14.4,4,9.6,4.8
2173,2173,32,22.5,6,14.7,7.8
2174,2174,2,7.2,2,5.0,2.2
2175,2175,2,7.2,2,5.0,2.2
2176,2176,20,14.4,4,9.6,4.8
2177,2177,24,3.75,1,2.45,1.3
2178,2178,2,7.2,2,5.0,2.2
2179,2179,9,6.98,2,4.98,2.0
2180,2180,12,18.75,5,12.25,6.5
2181,2181,16,10.8,3,7.2,3.6
2182,2182,10,16.25,5,10.55,5.7
2183,2183,4,9.75,3,6.33,3.42
2184,2184,3,7.2,2,4.8,2.4
2185,2185,7,10.47,3,7.47,3.0
2186,2186,5,6.5,2,4.22,2.28
2187,2187,2,7.2,2,5.0,2.2
2188,2188,34,17.45,5,12.45,5.0
2189,2189,34,17.45,5,12.45,5.0
2190,2190,1,7.5,2,4.9,2.6
2191,2191,14,11.25,3,7.35,3.9
2192,2192,16,10.8,3,7.2,3.6
2193,2193,19,18.0,5,12.0,6.0
2194,2194,59,21.6,6,14.4,7.2
2195,2195,14,11.25,3,7.35,3.9
2196,2196,16,10.8,3,7.2,3.6
2197,2197,2,7.2,2,5.0,2.2
2198,2198,7,10.47,3,7.47,3.0
2199,2199,3,7.2,2,4.8,2.4
2200,2200,20,14.4,4,9.6,4.8
2201,2201,7,10.47,3,7.47,3.0
2202,2202,1,7.5,2,4.9,2.6
2203,2203,35,45.5,14,29.54,15.96
2204,2204,3,7.2,2,4.8,2.4
2205,2205,34,17.45,5,12.45,5.0
2206,2206,16,10.8,3,7.2,3.6
2207,2207,3,7.2,2,4.8,2.4
2208,2208,4,9.75,3,6.33,3.42
2209,2209,2,7.2,2,5.0,2.2
2210,2210,16,10.8,3,7.2,3.6
2211,2211,39,3.25,1,2.11,1.14
2212,2212,39,3.25,1,2.11,1.14
2213,2213,14,11.25,3,7.35,3.9
2214,2214,6,3.6,1,2.5,1.1
2215,2215,28,18.0,5,12.5,5.5
2216,2216,24,3.75,1,2.45,1.3
2217,2217,4,9.75,3,6.33,3.42
2218,2218,34,17.45,5,12.45,5.0
2219,2219,1,7.5,2,4.9,2.6
2220,2220,6,3.6,1,2.5,1.1
2221,2221,27,3.6,1,2.4,1.2
2222,2222,9,6.98,2,4.98,2.0
2223,2223,5,6.5,2,4.22,2.28
2224,2224,83,80.0,4,40.0,40.0
2225,2225,52,60.0,3,30.0,30.0
2226,2226,3,7.2,2,4.8,2.4
2227,2227,4,9.75,3,6.33,3.42
2228,2228,39,3.25,1,2.11,1.14
2229,2229,42,26.25,7,17.15,9.1
2230,2230,60,31.41,9,22.41,9.0
2231,2231,28,18.0,5,12.5,5.5
2232,2232,18,10.8,3,7.5,3.3
2233,2233,11,20.94,6,14.94,6.0
2234,2234,23,15.0,4,9.8,5.2
2235,2235,55,24.43,7,17.43,7.0
2236,2236,3,7.2,2,4.8,2.4
2237,2237,7,10.47,3,7.47,3.0
2238,2238,12,18.75,5,12.25,6.5
2239,2239,19,18.0,5,12.0,6.0
2240,2240,31,13.0,4,8.44,4.56
2241,2241,9,6.98,2,4.98,2.0
2242,2242,18,10.8,3,7.5,3.3
2243,2243,4,9.75,3,6.33,3.42
2244,2244,31,13.0,4,8.44,4.56
2245,2245,9,6.98,2,4.98,2.0
2246,2246,18,10.8,3,7.5,3.3
2247,2247,4,9.75,3,6.33,3.42
2248,2248,14,11.25,3,7.35,3.9
2249,2249,5,6.5,2,4.22,2.28
2250,2250,12,18.75,5,12.25,6.5
2251,2251,9,6.98,2,4.98,2.0
2252,2252,18,10.8,3,7.5,3.3
2253,2253,10,16.25,5,10.55,5.7
2254,2254,34,17.45,5,12.45,5.0
2255,2255,28,18.0,5,12.5,5.5
2256,2256,10,16.25,5,10.55,5.7
2257,2257,79,28.8,8,20.0,8.8
2258,2258,5,6.5,2,4.22,2.28
2259,2259,22,19.5,6,12.66,6.84
2260,2260,13,3.49,1,2.49,1.0
2261,2261,6,3.6,1,2.5,1.1
2262,2262,31,13.0,4,8.44,4.56
2263,2263,13,3.49,1,2.49,1.0
2264,2264,3,7.2,2,4.8,2.4
2265,2265,4,9.75,3,6.33,3.42
2266,2266,7,10.47,3,7.47,3.0
2267,2267,56,29.25,9,18.99,10.26
2268,2268,16,10.8,3,7.2,3.6
2269,2269,5,6.5,2,4.22,2.28
2270,2270,23,15.0,4,9.8,5.2
2271,2271,14,11.25,3,7.35,3.9
2272,2272,16,10.8,3,7.2,3.6
2273,2273,6,3.6,1,2.5,1.1
2274,2274,10,16.25,5,10.55,5.7
2275,2275,17,14.4,4,10.0,4.4
2276,2276,21,13.96,4,9.96,4.0
2277,2277,46,32.4,9,22.5,9.9
2278,2278,21,13.96,4,9.96,4.0
2279,2279,5,6.5,2,4.22,2.28
2280,2280,23,15.0,4,9.8,5.2
2281,2281,31,13.0,4,8.44,4.56
2282,2282,8,25.2,7,16.8,8.4
2283,2283,23,15.0,4,9.8,5.2
2284,2284,11,20.94,6,14.94,6.0
2285,2285,23,15.0,4,9.8,5.2
2286,2286,70,6.5,2,0.5,6.0
2287,2287,59,21.6,6,14.4,7.2
2288,2288,3,7.2,2,4.8,2.4
2289,2289,14,11.25,3,7.35,3.9
2290,2290,1,7.5,2,4.9,2.6
2291,2291,18,10.8,3,7.5,3.3
2292,2292,18,10.8,3,7.5,3.3
2293,2293,5,6.5,2,4.22,2.28
2294,2294,4,9.75,3,6.33,3.42
2295,2295,44,20.0,1,10.0,10.0
2296,2296,18,10.8,3,7.5,3.3
2297,2297,17,14.4,4,10.0,4.4
2298,2298,31,13.0,4,8.44,4.56
2299,2299,19,18.0,5,12.0,6.0
2300,2300,7,10.47,3,7.47,3.0
2301,2301,3,7.2,2,4.8,2.4
2302,2302,2,7.2,2,5.0,2.2
2303,2303,9,6.98,2,4.98,2.0
2304,2304,6,3.6,1,2.5,1.1
2305,2305,3,7.2,2,4.8,2.4
2306,2306,18,10.8,3,7.5,3.3
2307,2307,40,21.6,6,15.0,6.6
2308,2308,66,1.25,1,0.65,0.6
2309,2309,3,7.2,2,4.8,2.4
2310,2310,11,20.94,6,14.94,6.0
2311,2311,56,29.25,9,18.99,10.26
2312,2312,22,19.5,6,12.66,6.84
2313,2313,5,6.5,2,4.22,2.28
2314,2314,21,13.96,4,9.96,4.0
2315,2315,21,13.96,4,9.96,4.0
2316,2316,9,6.98,2,4.98,2.0
2317,2317,39,3.25,1,2.11,1.14
2318,2318,7,10.47,3,7.47,3.0
2319,2319,63,30.0,8,19.6,10.4
2320,2320,42,26.25,7,17.15,9.1
2321,2321,28,18.0,5,12.5,5.5
2322,2322,18,10.8,3,7.5,3.3
2323,2323,31,13.0,4,8.44,4.56
2324,2324,16,10.8,3,7.2,3.6
2325,2325,9,6.98,2,4.98,2.0
2326,2326,3,7.2,2,4.8,2.4
2327,2327,22,19.5,6,12.66,6.84
2328,2328,31,13.0,4,8.44,4.56
2329,2329,2,7.2,2,5.0,2.2
2330,2330,3,7.2,2,4.8,2.4
2331,2331,59,21.6,6,14.4,7.2
2332,2332,1,7.5,2,4.9,2.6
2333,2333,21,13.96,4,9.96,4.0
2334,2334,31,13.0,4,8.44,4.56
2335,2335,17,14.4,4,10.0,4.4
2336,2336,9,6.98,2,4.98,2.0
2337,2337,1,7.5,2,4.9,2.6
2338,2338,1,7.5,2,4.9,2.6
2339,2339,12,18.75,5,12.25,6.5
2340,2340,48,22.75,7,14.77,7.98
2341,2341,82,22.75,7,1.75,21.0
2342,2342,12,18.75,5,12.25,6.5
2343,2343,14,11.25,3,7.35,3.9
2344,2344,24,3.75,1,2.45,1.3
2345,2345,39,3.25,1,2.11,1.14
2346,2346,55,24.43,7,17.43,7.0
2347,2347,59,21.6,6,14.4,7.2
2348,2348,16,10.8,3,7.2,3.6
2349,2349,1,7.5,2,4.9,2.6
2350,2350,7,10.47,3,7.47,3.0
2351,2351,2,7.2,2,5.0,2.2
2352,2352,39,3.25,1,2.11,1.14
2353,2353,5,6.5,2,4.22,2.28
2354,2354,7,10.47,3,7.47,3.0
2355,2355,5,6.5,2,4.22,2.28
2356,2356,54,26.0,8,16.88,9.12
2357,2357,3,7.2,2,4.8,2.4
2358,2358,2,7.2,2,5.0,2.2
2359,2359,2,7.2,2,5.0,2.2
2360,2360,41,25.2,7,17.5,7.7
2361,2361,7,10.47,3,7.47,3.0
2362,2362,10,16.25,5,10.55,5.7
2363,2363,9,6.98,2,4.98,2.0
2364,2364,17,14.4,4,10.0,4.4
2365,2365,5,6.5,2,4.22,2.28
2366,2366,7,10.47,3,7.47,3.0
2367,2367,32,22.5,6,14.7,7.8
2368,2368,7,10.47,3,7.47,3.0
2369,2369,11,20.94,6,14.94,6.0
2370,2370,7,10.47,3,7.47,3.0
2371,2371,14,11.25,3,7.35,3.9
2372,2372,40,21.6,6,15.0,6.6
2373,2373,18,10.8,3,7.5,3.3
2374,2374,14,11.25,3,7.35,3.9
2375,2375,9,6.98,2,4.98,2.0
2376,2376,34,17.45,5,12.45,5.0
2377,2377,9,6.98,2,4.98,2.0
2378,2378,55,24.43,7,17.43,7.0
2379,2379,55,24.43,7,17.43,7.0
2380,2380,1,7.5,2,4.9,2.6
2381,2381,96,11.25,9,5.85,5.4
2382,2382,4,9.75,3,6.33,3.42
2383,2383,19,18.0,5,12.0,6.0
2384,2384,2,7.2,2,5.0,2.2
2385,2385,53,33.75,9,22.05,11.7
2386,2386,1,7.5,2,4.9,2.6
2387,2387,27,3.6,1,2.4,1.2
2388,2388,12,18.75,5,12.25,6.5
2389,2389,14,11.25,3,7.35,3.9
2390,2390,2,7.2,2,5.0,2.2
2391,2391,18,10.8,3,7.5,3.3
2392,2392,16,10.8,3,7.2,3.6
2393,2393,1,7.5,2,4.9,2.6
2394,2394,53,33.75,9,22.05,11.7
2395,2395,18,10.8,3,7.5,3.3
2396,2396,6,3.6,1,2.5,1.1
2397,2397,24,3.75,1,2.45,1.3
2398,2398,5,6.5,2,4.22,2.28
2399,2399,19,18.0,5,12.0,6.0
2400,2400,20,14.4,4,9.6,4.8
2401,2401,4,9.75,3,6.33,3.42
2402,2402,22,19.5,6,12.66,6.84
2403,2403,4,9.75,3,6.33,3.42
2404,2404,10,16.25,5,10.55,5.7
2405,2405,16,10.8,3,7.2,3.6
2406,2406,14,11.25,3,7.35,3.9
2407,2407,64,13.0,4,1.0,12.0
2408,2408,27,3.6,1,2.4,1.2
2409,2409,7,10.47,3,7.47,3.0
2410,2410,23,15.0,4,9.8,5.2
2411,2411,22,19.5,6,12.66,6.84
2412,2412,74,100.0,5,50.0,50.0
2413,2413,10,16.25,5,10.55,5.7
2414,2414,12,18.75,5,12.25,6.5
2415,2415,7,10.47,3,7.47,3.0
2416,2416,7,10.47,3,7.47,3.0
2417,2417,7,10.47,3,7.47,3.0
2418,2418,8,25.2,7,16.8,8.4
2419,2419,14,11.25,3,7.35,3.9
2420,2420,53,33.75,9,22.05,11.7
2421,2421,48,22.75,7,14.77,7.98
2422,2422,18,10.8,3,7.5,3.3
2423,2423,28,18.0,5,12.5,5.5
2424,2424,13,3.49,1,2.49,1.0
2425,2425,3,7.2,2,4.8,2.4
2426,2426,2,7.2,2,5.0,2.2
2427,2427,42,26.25,7,17.15,9.1
2428,2428,3,7.2,2,4.8,2.4
2429,2429,2,7.2,2,5.0,2.2
2430,2430,42,26.25,7,17.15,9.1
2431,2431,3,7.2,2,4.8,2.4
2432,2432,2,7.2,2,5.0,2.2
2433,2433,24,3.75,1,2.45,1.3
2434,2434,4,9.75,3,6.33,3.42
2435,2435,3,7.2,2,4.8,2.4
2436,2436,2,7.2,2,5.0,2.2
2437,2437,42,26.25,7,17.15,9.1
2438,2438,40,21.6,6,15.0,6.6
2439,2439,4,9.75,3,6.33,3.42
2440,2440,10,16.25,5,10.55,5.7
2441,2441,6,3.6,1,2.5,1.1
2442,2442,79,28.8,8,20.0,8.8
2443,2443,18,10.8,3,7.5,3.3
2444,2444,4,9.75,3,6.33,3.42
2445,2445,15,27.92,8,19.92,8.0
2446,2446,22,19.5,6,12.66,6.84
2447,2447,12,18.75,5,12.25,6.5
2448,2448,3,7.2,2,4.8,2.4
2449,2449,2,7.2,2,5.0,2.2
2450,2450,42,26.25,7,17.15,9.1
2451,2451,32,22.5,6,14.7,7.8
2452,2452,2,7.2,2,5.0,2.2
2453,2453,20,14.4,4,9.6,4.8
2454,2454,6,3.6,1,2.5,1.1
2455,2455,1,7.5,2,4.9,2.6
2456,2456,7,10.47,3,7.47,3.0
2457,2457,48,22.75,7,14.77,7.98
2458,2458,94,19.5,6,1.5,18.0
2459,2459,41,25.2,7,17.5,7.7
2460,2460,65,34.9,10,24.9,10.0
2461,2461,19,18.0,5,12.0,6.0
2462,2462,39,3.25,1,2.11,1.14
2463,2463,21,13.96,4,9.96,4.0
2464,2464,4,9.75,3,6.33,3.42
2465,2465,42,26.25,7,17.15,9.1
2466,2466,6,3.6,1,2.5,1.1
2467,2467,17,14.4,4,10.0,4.4
2468,2468,1,7.5,2,4.9,2.6
2469,2469,34,17.45,5,12.45,5.0
2470,2470,16,10.8,3,7.2,3.6
2471,2471,1,7.5,2,4.9,2.6
2472,2472,23,15.0,4,9.8,5.2
2473,2473,42,26.25,7,17.15,9.1
2474,2474,24,3.75,1,2.45,1.3
2475,2475,28,18.0,5,12.5,5.5
2476,2476,16,10.8,3,7.2,3.6
2477,2477,22,19.5,6,12.66,6.84
2478,2478,17,14.4,4,10.0,4.4
2479,2479,9,6.98,2,4.98,2.0
2480,2480,13,3.49,1,2.49,1.0
2481,2481,9,6.98,2,4.98,2.0
2482,2482,9,6.98,2,4.98,2.0
2483,2483,18,10.8,3,7.5,3.3
2484,2484,54,26.0,8,16.88,9.12
2485,2485,5,6.5,2,4.22,2.28
2486,2486,69,39.6,11,26.4,13.2
2487,2487,4,9.75,3,6.33,3.42
2488,2488,16,10.8,3,7.2,3.6
2489,2489,7,10.47,3,7.47,3.0
2490,2490,14,11.25,3,7.35,3.9
2491,2491,2,7.2,2,5.0,2.2
2492,2492,5,6.5,2,4.22,2.28
2493,2493,18,10.8,3,7.5,3.3
2494,2494,3,7.2,2,4.8,2.4
2495,2495,6,3.6,1,2.5,1.1
2496,2496,41,25.2,7,17.5,7.7
2497,2497,59,21.6,6,14.4,7.2
2498,2498,34,17.45,5,12.45,5.0
2499,2499,34,17.45,5,12.45,5.0
2500,2500,9,6.98,2,4.98,2.0
2501,2501,5,6.5,2,4.22,2.28
2502,2502,9,6.98,2,4.98,2.0
2503,2503,3,7.2,2,4.8,2.4
2504,2504,1,7.5,2,4.9,2.6
2505,2505,20,14.4,4,9.6,4.8
2506,2506,56,29.25,9,18.99,10.26
2507,2507,42,26.25,7,17.15,9.1
2508,2508,55,24.43,7,17.43,7.0
2509,2509,3,7.2,2,4.8,2.4
2510,2510,22,19.5,6,12.66,6.84
2511,2511,48,22.75,7,14.77,7.98
2512,2512,9,6.98,2,4.98,2.0
2513,2513,6,3.6,1,2.5,1.1
2514,2514,3,7.2,2,4.8,2.4
2515,2515,7,10.47,3,7.47,3.0
2516,2516,12,18.75,5,12.25,6.5
2517,2517,19,18.0,5,12.0,6.0
2518,2518,27,3.6,1,2.4,1.2
2519,2519,41,25.2,7,17.5,7.7
2520,2520,24,3.75,1,2.45,1.3
2521,2521,40,21.6,6,15.0,6.6
2522,2522,5,6.5,2,4.22,2.28
2523,2523,8,25.2,7,16.8,8.4
2524,2524,26,37.5,10,24.5,13.0
2525,2525,17,14.4,4,10.0,4.4
2526,2526,16,10.8,3,7.2,3.6
2527,2527,91,9.75,3,0.75,9.0
2528,2528,2,7.2,2,5.0,2.2
2529,2529,3,7.2,2,4.8,2.4
2530,2530,12,18.75,5,12.25,6.5
2531,2531,40,21.6,6,15.0,6.6
2532,2532,14,11.25,3,7.35,3.9
2533,2533,4,9.75,3,6.33,3.42
2534,2534,23,15.0,4,9.8,5.2
2535,2535,1,7.5,2,4.9,2.6
2536,2536,1,7.5,2,4.9,2.6
2537,2537,97,29.25,9,2.25,27.0
2538,2538,3,7.2,2,4.8,2.4
2539,2539,15,27.92,8,19.92,8.0
2540,2540,18,10.8,3,7.5,3.3
2541,2541,3,7.2,2,4.8,2.4
2542,2542,69,39.6,11,26.4,13.2
2543,2543,16,10.8,3,7.2,3.6
2544,2544,32,22.5,6,14.7,7.8
2545,2545,14,11.25,3,7.35,3.9
2546,2546,6,3.6,1,2.5,1.1
2547,2547,14,11.25,3,7.35,3.9
2548,2548,2,7.2,2,5.0,2.2
2549,2549,79,28.8,8,20.0,8.8
2550,2550,16,10.8,3,7.2,3.6
2551,2551,6,3.6,1,2.5,1.1
2552,2552,31,13.0,4,8.44,4.56
2553,2553,5,6.5,2,4.22,2.28
2554,2554,32,22.5,6,14.7,7.8
2555,2555,18,10.8,3,7.5,3.3
2556,2556,28,18.0,5,12.5,5.5
2557,2557,18,10.8,3,7.5,3.3
2558,2558,5,6.5,2,4.22,2.28
2559,2559,24,3.75,1,2.45,1.3
2560,2560,41,25.2,7,17.5,7.7
2561,2561,1,7.5,2,4.9,2.6
2562,2562,18,10.8,3,7.5,3.3
2563,2563,17,14.4,4,10.0,4.4
2564,2564,41,25.2,7,17.5,7.7
2565,2565,5,6.5,2,4.22,2.28
2566,2566,11,20.94,6,14.94,6.0
2567,2567,28,18.0,5,12.5,5.5
2568,2568,13,3.49,1,2.49,1.0
2569,2569,11,20.94,6,14.94,6.0
2570,2570,3,7.2,2,4.8,2.4
2571,2571,8,25.2,7,16.8,8.4
2572,2572,21,13.96,4,9.96,4.0
2573,2573,20,14.4,4,9.6,4.8
2574,2574,2,7.2,2,5.0,2.2
2575,2575,2,7.2,2,5.0,2.2
2576,2576,1,7.5,2,4.9,2.6
2577,2577,1,7.5,2,4.9,2.6
2578,2578,18,10.8,3,7.5,3.3
2579,2579,16,10.8,3,7.2,3.6
2580,2580,42,26.25,7,17.15,9.1
2581,2581,28,18.0,5,12.5,5.5
2582,2582,20,14.4,4,9.6,4.8
2583,2583,42,26.25,7,17.15,9.1
2584,2584,10,16.25,5,10.55,5.7
2585,2585,23,15.0,4,9.8,5.2
2586,2586,21,13.96,4,9.96,4.0
2587,2587,1,7.5,2,4.9,2.6
2588,2588,3,7.2,2,4.8,2.4
2589,2589,17,14.4,4,10.0,4.4
2590,2590,14,11.25,3,7.35,3.9
2591,2591,16,10.8,3,7.2,3.6
2592,2592,55,24.43,7,17.43,7.0
2593,2593,13,3.49,1,2.49,1.0
2594,2594,40,21.6,6,15.0,6.6
2595,2595,23,15.0,4,9.8,5.2
2596,2596,7,10.47,3,7.47,3.0
2597,2597,1,7.5,2,4.9,2.6
2598,2598,17,14.4,4,10.0,4.4
2599,2599,56,29.25,9,18.99,10.26
2600,2600,30,46.8,13,31.2,15.6
2601,2601,3,7.2,2,4.8,2.4
2602,2602,11,20.94,6,14.94,6.0
2603,2603,3,7.2,2,4.8,2.4
2604,2604,31,13.0,4,8.44,4.56
2605,2605,1,7.5,2,4.9,2.6
2606,2606,5,6.5,2,4.22,2.28
2607,2607,34,17.45,5,12.45,5.0
2608,2608,9,6.98,2,4.98,2.0
2609,2609,1,7.5,2,4.9,2.6
2610,2610,12,18.75,5,12.25,6.5
2611,2611,28,18.0,5,12.5,5.5
2612,2612,72,48.86,14,34.86,14.0
2613,2613,18,10.8,3,7.5,3.3
2614,2614,12,18.75,5,12.25,6.5
2615,2615,6,3.6,1,2.5,1.1
2616,2616,18,10.8,3,7.5,3.3
2617,2617,2,7.2,2,5.0,2.2
2618,2618,51,40.0,2,20.0,20.0
2619,2619,5,6.5,2,4.22,2.28
2620,2620,2,7.2,2,5.0,2.2
2621,2621,21,13.96,4,9.96,4.0
2622,2622,13,3.49,1,2.49,1.0
2623,2623,32,22.5,6,14.7,7.8
2624,2624,9,6.98,2,4.98,2.0
2625,2625,6,3.6,1,2.5,1.1
2626,2626,5,6.5,2,4.22,2.28
2627,2627,18,10.8,3,7.5,3.3
2628,2628,3,7.2,2,4.8,2.4
2629,2629,5,6.5,2,4.22,2.28
2630,2630,18,10.8,3,7.5,3.3
2631,2631,48,22.75,7,14.77,7.98
2632,2632,59,21.6,6,14.4,7.2
2633,2633,27,3.6,1,2.4,1.2
2634,2634,10,16.25,5,10.55,5.7
2635,2635,41,25.2,7,17.5,7.7
2636,2636,40,21.6,6,15.0,6.6
2637,2637,17,14.4,4,10.0,4.4
2638,2638,14,11.25,3,7.35,3.9
2639,2639,12,18.75,5,12.25,6.5
2640,2640,39,3.25,1,2.11,1.14
2641,2641,54,26.0,8,16.88,9.12
2642,2642,13,3.49,1,2.49,1.0
2643,2643,31,13.0,4,8.44,4.56
2644,2644,20,14.4,4,9.6,4.8
2645,2645,12,18.75,5,12.25,6.5
2646,2646,21,13.96,4,9.96,4.0
2647,2647,17,14.4,4,10.0,4.4
2648,2648,4,9.75,3,6.33,3.42
2649,2649,9,6.98,2,4.98,2.0
2650,2650,23,15.0,4,9.8,5.2
2651,2651,41,25.2,7,17.5,7.7
2652,2652,4,9.75,3,6.33,3.42
2653,2653,18,10.8,3,7.5,3.3
2654,2654,3,7.2,2,4.8,2.4
2655,2655,11,20.94,6,14.94,6.0
2656,2656,16,10.8,3,7.2,3.6
2657,2657,18,10.8,3,7.5,3.3
2658,2658,6,3.6,1,2.5,1.1
2659,2659,6,3.6,1,2.5,1.1
2660,2660,24,3.75,1,2.45,1.3
2661,2661,1,7.5,2,4.9,2.6
2662,2662,9,6.98,2,4.98,2.0
2663,2663,2,7.2,2,5.0,2.2
2664,2664,1,7.5,2,4.9,2.6
2665,2665,10,16.25,5,10.55,5.7
2666,2666,2,7.2,2,5.0,2.2
2667,2667,55,24.43,7,17.43,7.0
2668,2668,7,10.47,3,7.47,3.0
2669,2669,34,17.45,5,12.45,5.0
2670,2670,4,9.75,3,6.33,3.42
2671,2671,27,3.6,1,2.4,1.2
2672,2672,9,6.98,2,4.98,2.0
2673,2673,4,9.75,3,6.33,3.42
2674,2674,38,32.4,9,21.6,10.8
2675,2675,19,18.0,5,12.0,6.0
2676,2676,24,3.75,1,2.45,1.3
2677,2677,17,14.4,4,10.0,4.4
2678,2678,7,10.47,3,7.47,3.0
2679,2679,28,18.0,5,12.5,5.5
2680,2680,31,13.0,4,8.44,4.56
2681,2681,19,18.0,5,12.0,6.0
2682,2682,48,22.75,7,14.77,7.98
2683,2683,84,140.0,7,70.0,70.0
2684,2684,22,19.5,6,12.66,6.84
2685,2685,9,6.98,2,4.98,2.0
2686,2686,5,6.5,2,4.22,2.28
2687,2687,5,6.5,2,4.22,2.28
2688,2688,39,3.25,1,2.11,1.14
2689,2689,13,3.49,1,2.49,1.0
2690,2690,14,11.25,3,7.35,3.9
2691,2691,24,3.75,1,2.45,1.3
2692,2692,63,30.0,8,19.6,10.4
2693,2693,1,7.5,2,4.9,2.6
2694,2694,5,6.5,2,4.22,2.28
2695,2695,3,7.2,2,4.8,2.4
2696,2696,4,9.75,3,6.33,3.42
2697,2697,34,17.45,5,12.45,5.0
2698,2698,7,10.47,3,7.47,3.0
2699,2699,42,26.25,7,17.15,9.1
2700,2700,3,7.2,2,4.8,2.4
2701,2701,14,11.25,3,7.35,3.9
2702,2702,2,7.2,2,5.0,2.2
2703,2703,10,16.25,5,10.55,5.7
2704,2704,34,17.45,5,12.45,5.0
2705,2705,19,18.0,5,12.0,6.0
2706,2706,24,3.75,1,2.45,1.3
2707,2707,16,10.8,3,7.2,3.6
2708,2708,9,6.98,2,4.98,2.0
2709,2709,31,13.0,4,8.44,4.56
2710,2710,28,18.0,5,12.5,5.5
2711,2711,1,7.5,2,4.9,2.6
2712,2712,5,6.5,2,4.22,2.28
2713,2713,48,22.75,7,14.77,7.98
2714,2714,13,3.49,1,2.49,1.0
2715,2715,4,9.75,3,6.33,3.42
2716,2716,16,10.8,3,7.2,3.6
2717,2717,56,29.25,9,18.99,10.26
2718,2718,21,13.96,4,9.96,4.0
2719,2719,9,6.98,2,4.98,2.0
2720,2720,27,3.6,1,2.4,1.2
2721,2721,3,7.2,2,4.8,2.4
2722,2722,28,18.0,5,12.5,5.5
2723,2723,16,10.8,3,7.2,3.6
2724,2724,54,26.0,8,16.88,9.12
2725,2725,9,6.98,2,4.98,2.0
2726,2726,24,3.75,1,2.45,1.3
2727,2727,5,6.5,2,4.22,2.28
2728,2728,22,19.5,6,12.66,6.84
2729,2729,18,10.8,3,7.5,3.3
2730,2730,18,10.8,3,7.5,3.3
2731,2731,16,10.8,3,7.2,3.6
2732,2732,5,6.5,2,4.22,2.28
2733,2733,4,9.75,3,6.33,3.42
2734,2734,3,7.2,2,4.8,2.4
2735,2735,2,7.2,2,5.0,2.2
